date,unique_users,tweet_count,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-08-18,75009,405745,108,37,96,33,7,1,2.661770323725493e-4,9.11902796091141e-5,0.0012798464184297885,4.399472063352398e-4,1.725221506118375e-5,2.4646021515976783e-6,0,65,0,4225,0
2015-08-19,75855,410715,87,25,72,23,8,2,2.1182571856396773e-4,6.086945935746199e-5,9.491793553490211e-4,3.03210071847604e-4,1.9478226994387837e-5,4.869556748596959e-6,0,66,0,4356,0
2015-08-20,75903,403736,94,35,73,33,8,3,2.3282541066439456e-4,8.669031248142351e-5,9.617538173721724e-4,4.3476542429152996e-4,1.9814928567182517e-5,7.430598212693443e-6,0,67,0,4489,0
2015-08-21,76033,407306,72,25,62,24,6,1,1.7677127270406033e-4,6.137891413335428e-5,8.154354030486762e-4,3.1565241408335856e-4,1.4730939392005028e-5,2.4551565653341715e-6,0,68,0,4624,0
2015-08-22,69466,377091,93,31,71,31,11,3,2.4662482000365957e-4,8.22082733345532e-5,0.0010220827455157918,4.462614804364725e-4,2.917067763484146e-5,7.955639354956762e-6,0,69,0,4761,0
2015-08-23,69088,382018,79,40,61,37,4,2,2.0679653838300813e-4,1.0470710804202944e-4,8.829319129226494e-4,5.355488652153775e-4,1.0470710804202943e-5,5.235355402101472e-6,0,70,0,4900,0
2015-08-24,76123,417270,80,35,66,31,3,1,1.917223859850936e-4,8.387854386847844e-5,8.670178526857848e-4,4.072356580796868e-4,7.18958947444101e-6,2.3965298248136696e-6,0,71,0,5041,0
2015-08-25,76370,415855,67,36,61,36,4,3,1.6111384977937022e-4,8.656863570234817e-5,7.987429618960325e-4,4.7138928898782245e-4,9.618737300260907e-6,7.214052975195681e-6,0,72,0,5184,0
2015-08-26,78172,420475,77,24,66,22,10,1,1.8312622629169391e-4,5.707830429870979e-5,8.442920738883487e-4,2.8143069129611626e-4,2.378262679112908e-5,2.3782626791129082e-6,0,73,0,5329,0
2015-08-27,77280,405243,104,36,77,34,10,3,2.566361417717271e-4,8.883558753636706e-5,9.963768115942029e-4,4.399585921325052e-4,2.4676552093435295e-5,7.402965628030589e-6,0,74,0,5476,0
2015-08-28,76394,401468,45,19,43,19,3,0,1.1208863471061206e-4,4.7326312433369534e-5,5.628714296934314e-4,2.487106317250046e-4,7.472575647374137e-6,0,0,75,0,5625,0
2015-08-29,70990,381359,75,32,62,30,8,2,1.966650846053194e-4,8.391043609826961e-5,8.733624454148472e-4,4.225947316523454e-4,2.0977609024567403e-5,5.244402256141851e-6,0,76,0,5776,0
2015-08-30,69916,535055,56,18,44,15,1,0,1.0466213753726253e-4,3.364140135126295e-5,6.293266205160479e-4,2.145431660850163e-4,1.8689667417368308e-6,0,0,77,0,5929,0
2015-08-31,78705,503571,93,37,82,37,8,2,1.8468100823915596e-4,7.347523983708355e-5,0.001041865192808589,4.701099040721682e-4,1.58865383431532e-5,3.9716345857883e-6,0,78,0,6084,0
2015-09-01,77495,414857,66,26,61,26,6,2,1.5909096387429887e-4,6.26721978898753e-5,7.871475579069617e-4,3.355055164849345e-4,1.4462814897663532e-5,4.820938299221177e-6,0,79,0,6241,0
