date,hillary_tpd,trump_tpd,hillary_upd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-08-21,58737,334594,34247,173852,2,1,2,1,0,0,3.4050087678975775e-5,1.7025043839487888e-5,5.839927584897947e-5,2.9199637924489735e-5,0,0,0,66,0,4356,0
2015-08-22,37305,392028,22426,193249,2,2,2,2,1,1,5.3612116338292455e-5,5.3612116338292455e-5,8.918219923303308e-5,8.918219923303308e-5,2.6806058169146228e-5,2.6806058169146228e-5,0,67,0,4489,0
2015-08-23,33811,299780,20160,174616,1,0,1,0,1,0,2.957617343468102e-5,0,4.96031746031746e-5,0,2.957617343468102e-5,0,0,68,0,4624,0
2015-08-24,46322,290128,28755,168661,31,0,31,0,30,0,6.692284443676871e-4,0,0.0010780733785428621,0,6.476404300332456e-4,0,0,69,0,4761,0
2015-08-25,46050,490234,28307,238574,1,0,1,0,1,0,2.171552660152009e-5,0,3.532695093086516e-5,0,2.171552660152009e-5,0,0,70,0,4900,0
2015-08-26,61269,1051509,39245,517531,7,5,7,5,7,5,1.1425027338458274e-4,8.160733813184481e-5,1.7836667091349217e-4,1.2740476493820868e-4,1.1425027338458274e-4,8.160733813184481e-5,0,71,0,5041,0
2015-08-27,67194,687001,40174,407793,30,3,25,3,25,1,4.46468434681668e-4,4.46468434681668e-5,6.22293025339772e-4,7.467516304077264e-5,3.7205702890139e-4,1.48822811560556e-5,0,72,0,5184,0
2015-08-28,62581,536163,34515,317011,77,1,76,1,71,0,0.0012304053946085873,1.5979290839072563e-5,0.0022019411849920323,2.8972910328842533e-5,0.0011345296495741519,0,0,73,0,5329,0
2015-08-29,46841,436020,27662,267253,16,1,16,1,14,0,3.4158109348647554e-4,2.134881834290472e-5,5.784108162822645e-4,3.615067601764153e-5,2.988834568006661e-4,0,0,74,0,5476,0
2015-08-30,39907,393799,24722,257159,3,1,3,1,3,1,7.517478136667752e-5,2.5058260455559175e-5,1.2134940538791359e-4,4.04498017959712e-5,7.517478136667752e-5,2.5058260455559175e-5,0,75,0,5625,0
