date,trump_tpd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-10-10,192714,116052,101,75,101,75,60,49,5.240926969498843e-4,3.8917774525981506e-4,8.702995209044222e-4,6.462620204735808e-4,3.1134219620785204e-4,2.5426279356974583e-4,0,116,0,13456,0
2015-10-11,165772,110711,51,31,39,21,9,8,3.076514731076418e-4,1.870038365948411e-4,3.52268518936691e-4,1.8968304865821825e-4,5.429143643076032e-5,4.8259054605120284e-5,0,117,0,13689,0
2015-10-12,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,118,0,13924,0
2015-10-13,94030,58925,113,18,112,17,88,7,0.0012017441242156758,1.9142826757417844e-4,0.0019007212558336869,2.8850233347475605e-4,9.358715303626502e-4,7.444432627884718e-5,0,119,0,14161,0
2015-10-14,534172,240890,607,86,600,83,494,18,0.0011363381083246595,1.6099683248092374e-4,0.00249076341898792,3.445556062933289e-4,9.247957586694922e-4,3.369701144949567e-5,0,120,0,14400,0
2015-10-15,218877,121202,326,28,323,26,263,0,0.0014894209990085755,1.2792572997619668e-4,0.0026649725252058548,2.145179122456725e-4,0.001201588106562133,0,0,121,0,14641,0
2015-10-16,190415,106834,837,50,793,49,202,3,0.004395662106451698,2.6258435522411575e-4,0.007422730591384765,4.586554842091469e-4,0.0010608407951054276,1.5755061313446945e-5,0,122,0,14884,0
2015-10-17,203224,113612,117,24,116,24,60,2,5.757194032200921e-4,1.180962878400189e-4,0.0010210189064535436,2.1124529099038835e-4,2.9524071960004725e-4,9.841357320001574e-6,0,123,0,15129,0
2015-10-18,242221,115416,107,34,102,30,49,3,4.417453482563444e-4,1.4036768075435243e-4,8.837596173840715e-4,2.5992929923060926e-4,2.022945987342138e-4,1.2385383595972273e-5,0,124,0,15376,0
2015-10-19,248925,124181,123,33,122,32,70,7,4.941247363663754e-4,1.3257005122024705e-4,9.82436926744027e-4,2.576883742279415e-4,2.8120919955809985e-4,2.812091995580998e-5,0,125,0,15625,0
2015-10-20,247694,114797,195,18,191,17,151,0,7.872617019386825e-4,7.267031094818607e-5,0.001663806545467216,1.480874935756161e-4,6.096231640653387e-4,0,0,126,0,15876,0
2015-10-21,237197,110276,124,34,116,30,68,5,5.227722104411101e-4,1.4334076737901406e-4,0.001051906126446371,2.7204468787406146e-4,2.866815347580281e-4,2.1079524614560892e-5,0,127,0,16129,0
2015-10-22,185379,97174,256,188,251,187,190,154,0.0013809546928184961,0.0010141386025385832,0.002582995451458209,0.0019243830654290242,0.0010249273110762276,8.307305573986266e-4,0,128,0,16384,0
2015-10-23,184628,90075,128,52,123,51,72,28,6.932859587928158e-4,2.816474207595814e-4,0.0013655287260616153,5.661948376353039e-4,3.899733518209589e-4,1.5165630348592846e-4,0,129,0,16641,0
2015-10-24,201288,91738,132,45,129,44,64,20,6.557767974245856e-4,2.2356027184929056e-4,0.0014061784647583335,4.796267631733851e-4,3.1795238663010215e-4,9.936012082190692e-5,0,130,0,16900,0
2015-10-25,229268,102767,107,36,104,35,53,7,4.6670272345028524e-4,1.570214770486941e-4,0.0010119980149269707,3.4057625502349975e-4,2.311705078772441e-4,3.053195387057941e-5,0,131,0,17161,0
2015-10-26,252163,120535,127,36,123,36,58,11,5.036424852178947e-4,1.4276479895940325e-4,0.0010204504915584684,2.986684365536981e-4,2.3000995387903857e-4,4.362257745981766e-5,0,132,0,17424,0
