date,trump_tpd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-09-22,192200,104860,40,32,39,32,22,18,2.081165452653486e-4,1.6649323621227888e-4,3.719244707228686e-4,3.0516879649055887e-4,1.1446409989594173e-4,9.365244536940687e-5,0,98,0,9604,0
2015-09-23,283563,143540,83,70,81,70,50,45,2.927039141213769e-4,2.4685872275296845e-4,5.643026334122892e-4,4.876689424550648e-4,1.763276591092632e-4,1.5869489319833688e-4,0,99,0,9801,0
2015-09-24,291339,140480,103,83,97,81,62,52,3.5354003411832953e-4,2.8489148380409076e-4,6.904897494305239e-4,5.765945330296128e-4,2.128105059741401e-4,1.7848623081702071e-4,0,100,0,10000,0
2015-09-25,311789,193143,36,30,35,29,8,8,1.1546270073671617e-4,9.621891728059681e-5,1.8121288371828126e-4,1.501478179380045e-4,2.5658377941492485e-5,2.5658377941492485e-5,0,101,0,10201,0
2015-09-26,204198,112429,33,24,27,20,13,9,1.616078512032439e-4,1.175329826932683e-4,2.4015156231933042e-4,1.77890046162467e-4,6.366369895885366e-5,4.407486850997561e-5,0,102,0,10404,0
2015-09-27,180508,101933,20,15,17,14,6,5,1.1079841336672059e-4,8.309881002504045e-5,1.6677621574956097e-4,1.3734511885257964e-4,3.3239524010016176e-5,2.7699603341680148e-5,0,103,0,10609,0
2015-09-28,242208,117896,25,21,24,21,8,8,1.0321706962610649e-4,8.670233848592945e-5,2.035692474723485e-4,1.7812309153830496e-4,3.302946228035408e-5,3.302946228035408e-5,0,104,0,10816,0
2015-09-29,223591,120780,19,15,16,13,0,0,8.497658671413429e-5,6.708677898484286e-5,1.324722636198046e-4,1.0763371419109124e-4,0,0,0,105,0,11025,0
2015-09-30,263662,144049,28,20,23,18,7,5,1.0619656985079382e-4,7.585469275056702e-5,1.596678907871627e-4,1.2495747974647516e-4,2.6549142462698454e-5,1.8963673187641754e-5,0,106,0,11236,0
2015-10-01,210753,124284,21,15,20,15,5,4,9.964270971231727e-5,7.117336408022661e-5,1.609217598403656e-4,1.206913198802742e-4,2.3724454693408872e-5,1.8979563754727097e-5,0,107,0,11449,0
2015-10-02,177995,107534,24,13,22,12,9,2,1.3483524818112868e-4,7.30357594314447e-5,2.0458645637658787e-4,1.1159261256904793e-4,5.0563218067923253e-5,1.1236270681760723e-5,0,108,0,11664,0
2015-10-03,179500,93033,22,16,19,15,2,2,1.225626740947075e-4,8.913649025069638e-5,2.0422860705341116e-4,1.6123311083164038e-4,1.1142061281337048e-5,1.1142061281337048e-5,0,109,0,11881,0
2015-10-04,216946,112407,15,9,15,9,1,0,6.914162971430679e-5,4.148497782858407e-5,1.3344364674797832e-4,8.0066188048787e-5,4.609441980953786e-6,0,0,110,0,12100,0
2015-10-05,188903,107893,18,14,16,13,1,1,9.528699914771073e-5,7.411211044821946e-5,1.4829507011576283e-4,1.204897444690573e-4,5.293722174872818e-6,5.293722174872818e-6,0,111,0,12321,0
2015-10-06,210931,102433,22,17,18,15,5,5,1.0429951026639043e-4,8.059507611493807e-5,1.7572461999550926e-4,1.4643718332959106e-4,2.370443415145237e-5,2.370443415145237e-5,0,112,0,12544,0
2015-10-07,183839,103945,37,27,31,24,17,12,2.0126306170072726e-4,1.4686763961944962e-4,2.9823464332098706e-4,2.3089133676463514e-4,9.247221753817198e-5,6.527450649753316e-5,0,113,0,12769,0
2015-10-08,192513,107161,221,206,220,205,206,197,0.001147974422506532,0.0010700576064993014,0.0020529856944224113,0.0019130093970754285,0.0010700576064993014,0.001023307516894963,0,114,0,12996,0
2015-10-09,197945,111533,24,18,23,17,14,9,1.2124580060117709e-4,9.093435045088283e-5,2.062169940735029e-4,1.5242125648911084e-4,7.07267170173533e-5,4.546717522544141e-5,0,115,0,13225,0
2015-10-10,192714,116052,23,20,19,17,1,1,1.1934784187967662e-4,1.0378073206928402e-4,1.6371971185330714e-4,1.4648605797401164e-4,5.189036603464201e-6,5.189036603464201e-6,0,116,0,13456,0
2015-10-11,165772,110711,20,18,19,17,3,3,1.2064763651280072e-4,1.0858287286152064e-4,1.716179964050546e-4,1.5355294415189097e-4,1.8097145476920108e-05,1.8097145476920108e-05,0,117,0,13689,0
2015-10-12,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,118,0,13924,0
2015-10-13,94030,58925,6,4,6,4,0,0,6.380942252472616e-5,4.25396150164841e-5,1.0182435299109037e-4,6.788290199406025e-5,0,0,0,119,0,14161,0
2015-10-14,534172,240890,77,63,65,55,5,5,1.441483267561759e-4,1.1793954007323484e-4,2.698327037236913e-4,2.2831998007389264e-4,9.360280958193241e-6,9.360280958193241e-6,0,120,0,14400,0
2015-10-15,218877,121202,42,33,34,27,17,15,1.91888594964295e-4,1.5076961032908895e-4,2.8052342370587943e-4,2.2276860117819837e-4,7.76691931998337e-5,6.853164105867679e-5,0,121,0,14641,0
2015-10-16,190415,106834,17,11,16,11,1,1,8.927868077619935e-5,5.776855814930547e-5,1.4976505606829286e-4,1.0296347604695134e-4,5.251687104482315e-6,5.251687104482315e-6,0,122,0,14884,0
2015-10-17,203224,113612,21,13,21,13,6,1,1.0333425186001654e-4,6.396882258001023e-5,1.848396296165898e-4,1.1442453261979369e-4,2.9524071960004725e-5,4.920678660000787e-6,0,123,0,15129,0
2015-10-18,242221,115416,26,20,23,19,5,4,1.0733999116509303e-4,8.256922397314849e-5,1.9927912941013377e-4,1.646218895127192e-4,2.0642305993287122e-5,1.6513844794629697e-5,0,124,0,15376,0
2015-10-19,248925,124181,16,12,14,11,1,1,6.427638847042281e-5,4.820729135281711e-5,1.127386637247244e-4,8.858037864085489e-5,4.017274279401426e-6,4.017274279401426e-6,0,125,0,15625,0
2015-10-20,247694,114797,21,13,19,12,7,2,8.478202943955041e-5,5.2484113462578824e-5,1.6550955164333563e-4,1.0453234840631723e-4,2.8260676479850138e-5,8.074478994242896e-6,0,126,0,15876,0
2015-10-21,237197,110276,27,20,23,17,3,0,1.1382943291862881e-4,8.431809845824357e-5,2.0856759403678043e-4,1.5415865646196814e-4,1.2647714768736536e-5,0,0,127,0,16129,0
